PLAYLIST_ID,PLAY_TYPE,AIRDATE,ALBUM,ARTIST,SONG,SHOW_ID,PROGRAM_ID,PROGRAM_NAME,PROGRAM_TAGS,HOST_NAMES,TAGLINE,START_TIME,RELEASE_DATE
2996091,"trackplay","2022-01-29 11:09:52.000 -0800","\N","Mikey Murka","Ride the Rhythm",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996090,"trackplay","2022-01-29 11:05:08.000 -0800","\N","Young Kulcha","Days are Grey",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996088,"trackplay","2022-01-29 11:04:23.000 -0800","\N","Bobby Kalphat","Azar",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996087,"trackplay","2022-01-29 10:58:28.000 -0800","\N","Beres Hammond","Mi Deyah Again",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996086,"trackplay","2022-01-29 10:56:10.000 -0800","\N","Buju Banton","Things a Come Up",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996085,"trackplay","2022-01-29 10:54:12.000 -0800","\N","Gappy Ranks","Stinkin' Rich",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996084,"trackplay","2022-01-29 10:51:11.000 -0800","\N","Koffee","The Harder They Fall",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996083,"trackplay","2022-01-29 10:49:07.000 -0800","\N","Garnet Silk","Marley Medley",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996081,"trackplay","2022-01-29 10:44:42.000 -0800","\N","Freddie McGregor","Bobby Bobylon",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996080,"trackplay","2022-01-29 10:44:21.000 -0800","\N","Al Campbell","You're the One",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996079,"trackplay","2022-01-29 10:43:39.000 -0800","\N","Tommy McCook","Beirut Version",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996077,"trackplay","2022-01-29 10:35:47.000 -0800","\N","Bitty McLean","Baby Tonight remix",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996076,"trackplay","2022-01-29 10:33:58.000 -0800","\N","Aleighcia Scott","Forever in Love",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996075,"trackplay","2022-01-29 10:30:22.000 -0800","\N","Peter Spence","The Border",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996074,"trackplay","2022-01-29 10:27:45.000 -0800","\N","Gregory Isaacs","The Border",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996073,"trackplay","2022-01-29 10:25:21.000 -0800","\N","Wailing Souls & Alborosie","Shark Attack",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996072,"trackplay","2022-01-29 10:25:06.000 -0800","\N","Alborosie","Shark Attack Dub",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996070,"trackplay","2022-01-29 10:18:21.000 -0800","\N","Perfect Giddimani","Nigerian Girl",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996069,"trackplay","2022-01-29 10:14:31.000 -0800","\N","Bob Marley & The Wailers","Misty Morning",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996068,"trackplay","2022-01-29 10:11:23.000 -0800","History Say","Clinton Fearon","Why Worry",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996067,"trackplay","2022-01-29 10:07:17.000 -0800","\N","Biblical","Praise the All Mighty",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996066,"trackplay","2022-01-29 10:04:42.000 -0800","\N","Hugh Mundell","Book of Life",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996065,"trackplay","2022-01-29 10:03:21.000 -0800","\N","Jacob Miller","Keep On Knocking",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996064,"trackplay","2022-01-29 10:03:08.000 -0800","\N","Augustus Pablo","Knocking Version",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996063,"trackplay","2022-01-29 09:59:33.000 -0800","\N","John Holt","It's a Jam in the Streets",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996061,"trackplay","2022-01-29 09:52:05.000 -0800","\N","Max Romeo","Melt Away",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996060,"trackplay","2022-01-29 09:49:25.000 -0800","\N","Lloyd Parks","Slaving (Steppers cut)",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996059,"trackplay","2022-01-29 09:45:49.000 -0800","\N","Winston Jarrett","True Born African",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996057,"trackplay","2022-01-29 09:41:30.000 -0800","\N","Horace Andy","Night Owl",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996056,"trackplay","2022-01-29 09:39:32.000 -0800","\N","The Bassies","Things a Come Up to Bump",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996055,"trackplay","2022-01-29 09:37:19.000 -0800","\N","Soul Vendors","Things a Come Up Version",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996053,"trackplay","2022-01-29 09:34:58.000 -0800","\N","Dillinger","Take a Dip",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996052,"trackplay","2022-01-29 09:32:58.000 -0800","\N","Gregory Isaacs","Slavemaster",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996051,"trackplay","2022-01-29 09:29:54.000 -0800","\N","Dennis Brown","Slave Driver",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996049,"trackplay","2022-01-29 09:23:39.000 -0800","\N","Johnny Clarke","Warrior",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996048,"trackplay","2022-01-29 09:22:38.000 -0800","Balance","Ras Tweed & Lone Ark Riddim Force","Balagaan",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996047,"trackplay","2022-01-29 09:10:10.000 -0800","\N","The New Establishment","Never Give Version",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996046,"trackplay","2022-01-29 09:07:45.000 -0800","\N","Burning Spear","Door Peeper",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996045,"trackplay","2022-01-29 09:03:53.000 -0800","\N","Al & Freddy","I Was Born a Free Man",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996044,"trackplay","2022-01-29 09:00:20.000 -0800","\N","The Wailing Souls","Mr. Fire Coal Man",52745,7,"Positive Vibrations","Reggae,World","[""Kid Hops""]","","2022-01-29 09:00:27.000 -0800","\N"
2996042,"trackplay","2022-01-29 08:51:33.000 -0800","\N","Bait Bag feature","Bait Bag feature",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996041,"trackplay","2022-01-29 08:36:49.000 -0800","\N","Robbie Hill","Robbie Hill",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996040,"trackplay","2022-01-29 08:21:03.000 -0800","\N","Apparently: Middle Kids","Apparently: Middle Kids",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996039,"trackplay","2022-01-29 08:05:33.000 -0800","\N","In Our Headphones","In Our Headphones",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996038,"trackplay","2022-01-29 07:51:05.000 -0800","\N","Altin Gun","Altin Gun",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996037,"trackplay","2022-01-29 07:39:52.000 -0800","\N","Wilco’s Sky Blue Sky","Wilco’s Sky Blue Sky",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996036,"trackplay","2022-01-29 07:30:56.000 -0800","\N","Spotify Drops Neil Young","Spotify Drops Neil Young",52744,25,"Sound & Vision","KEXP","[""Emily Fox""]","https://www.kexp.org/podcasts/sound-vision/","2022-01-29 07:30:51.000 -0800","\N"
2996035,"trackplay","2022-01-29 07:27:13.000 -0800","Texis","Sleigh Bells","True Seekers",52743,36,"Live on KEXP","Live,Eclectic,Variety Mix","[""Troy Nelson""]","Sleigh Bells https://www.kexp.org/podcasts/live-on-kexp/2022/1/25/sleigh-bells/","2022-01-29 07:01:24.000 -0800","2021-09-10"
2996034,"trackplay","2022-01-29 07:23:25.000 -0800","Treats","Sleigh Bells","Crown on the Ground",52743,36,"Live on KEXP","Live,Eclectic,Variety Mix","[""Troy Nelson""]","Sleigh Bells https://www.kexp.org/podcasts/live-on-kexp/2022/1/25/sleigh-bells/","2022-01-29 07:01:24.000 -0800","2010-06-01"
2996032,"trackplay","2022-01-29 07:19:06.000 -0800","Live on KEXP","Sleigh Bells","And Saints",52743,36,"Live on KEXP","Live,Eclectic,Variety Mix","[""Troy Nelson""]","Sleigh Bells https://www.kexp.org/podcasts/live-on-kexp/2022/1/25/sleigh-bells/","2022-01-29 07:01:24.000 -0800","2021-10-27"
2996031,"trackplay","2022-01-29 07:15:18.000 -0800","Live on KEXP","Sleigh Bells","I'm Not Down",52743,36,"Live on KEXP","Live,Eclectic,Variety Mix","[""Troy Nelson""]","Sleigh Bells https://www.kexp.org/podcasts/live-on-kexp/2022/1/25/sleigh-bells/","2022-01-29 07:01:24.000 -0800","2021-10-27"
2996030,"trackplay","2022-01-29 07:11:46.000 -0800","Live on KEXP","Sleigh Bells","Sweet 75",52743,36,"Live on KEXP","Live,Eclectic,Variety Mix","[""Troy Nelson""]","Sleigh Bells https://www.kexp.org/podcasts/live-on-kexp/2022/1/25/sleigh-bells/","2022-01-29 07:01:24.000 -0800","2021-10-27"
2996028,"trackplay","2022-01-29 06:56:52.000 -0800","Signals","Seacastle","Foreign Correspondents",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","\N"
2996027,"trackplay","2022-01-29 06:53:49.000 -0800","Summer House","Gold Motel","Don't Send the Searchlights",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2010-11-30"
2996025,"trackplay","2022-01-29 06:50:15.000 -0800","Public Storage","Hana Vu","Everybody’s Birthday",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2021-11-05"
2996024,"trackplay","2022-01-29 06:46:39.000 -0800","Single Rider","Jenn Champion","Coming for You",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2018-07-13"
2996023,"trackplay","2022-01-29 06:42:02.000 -0800","Any Shape You Take","Indigo De Souza","Bad Dream",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2021-08-27"
2996022,"trackplay","2022-01-29 06:38:58.000 -0800","The World You Want to See","Glacier Veins","Circles",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2020-02-28"
2996020,"trackplay","2022-01-29 06:34:34.000 -0800","Wild Loneliness","Superchunk","This Night",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2022-02-25"
2996019,"trackplay","2022-01-29 06:31:26.000 -0800","After Dinner We Talk Dreams","MICHELLE","MESS U MADE",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2022-01-28"
2996018,"trackplay","2022-01-29 06:27:29.000 -0800","Leave the Light On","Pillow Queens","Be By Your Side",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2022-04-01"
2996017,"trackplay","2022-01-29 06:24:10.000 -0800","Get There","bôa","Angry",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2005-02-01"
2996015,"trackplay","2022-01-29 06:17:36.000 -0800","Is It Time to Eat the Rich Yet?","The F16s","Easy Bake Easy Wake",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2021-10-22"
2996014,"trackplay","2022-01-29 06:14:06.000 -0800","Mythologies","Cheatahs","Freak Waves",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2015-10-30"
2996013,"trackplay","2022-01-29 06:09:37.000 -0800","Wake Me Up","Foals","Wake Me Up",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2021-11-04"
2996012,"trackplay","2022-01-29 06:06:34.000 -0800","Power","Seratones","Who Are You Now",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","2019-08-23"
2996010,"trackplay","2022-01-29 06:00:55.000 -0800","Different Class","Pulp","Disco 2000",52742,26,"90.TEEN","Rock,Eclectic,Variety Mix","[""Youth DJ""]","DJ Nancy
https://www.kexp.org/shows/90teen/","2022-01-29 06:00:35.000 -0800","1995-10-30"
2996009,"trackplay","2022-01-29 05:57:10.000 -0800","Harvest","Neil Young","Old Man",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2009-07-14"
2996008,"trackplay","2022-01-29 05:53:53.000 -0800","Court and Spark","Joni Mitchell","Help Me",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1983-08-01"
2996006,"trackplay","2022-01-29 05:43:38.000 -0800","Everybody Knows This Is Nowhere","Neil Young & Crazy Horse","Down by the River",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1987-08-04"
2996005,"trackplay","2022-01-29 05:38:39.000 -0800","Rust Never Sleeps","Neil Young & Crazy Horse","Hey Hey, My My (Into the Black)",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1988-02-11"
2996003,"trackplay","2022-01-29 05:31:31.000 -0800","I'm Just Fine","Bnny","I'm Just Fine",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-26"
2996002,"trackplay","2022-01-29 05:27:17.000 -0800","Pseudo Saint","Pseudo Saint","So Stupid",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-01"
2996001,"trackplay","2022-01-29 05:23:32.000 -0800","The Smoke","The Smile","The Smoke",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-27"
2996000,"trackplay","2022-01-29 05:20:03.000 -0800","Matador at Fifteen","Cat Power","Free",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2004-10-12"
2995999,"trackplay","2022-01-29 05:15:27.000 -0800","Radiate Like This","Warpaint","Champion",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-05-06"
2995997,"trackplay","2022-01-29 05:08:36.000 -0800","Unplugged","Neil Young","Harvest Moon",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1993-06-11"
2995996,"trackplay","2022-01-29 05:05:34.000 -0800","The Hissing of Summer Lawns","Joni Mitchell","Don’t Interrupt the Sorrow",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1975-11-01"
2995995,"trackplay","2022-01-29 05:00:03.000 -0800","About a Boy","Badly Drawn Boy","Silent Sigh",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-04-23"
2995994,"trackplay","2022-01-29 04:56:48.000 -0800","Ocean Child: Songs of Yoko Ono","Japanese Breakfast","No One Sees Me Like You Do",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-02-18"
2995992,"trackplay","2022-01-29 04:51:18.000 -0800","The Overload","Yard Act","The Overload",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-07"
2995991,"trackplay","2022-01-29 04:47:37.000 -0800","Fall Heads Roll","The Fall","Pacifying Joint",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2005-10-04"
2995990,"trackplay","2022-01-29 04:44:02.000 -0800","Archive Material","Silverbacks","Econymo",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-21"
2995989,"trackplay","2022-01-29 04:39:41.000 -0800","Turn On the Bright Lights","Interpol","Say Hello to the Angels",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-01-29"
2995988,"trackplay","2022-01-29 04:35:00.000 -0800","Painless","Nilüfer Yanya","Midnight Sun",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-03-04"
2995986,"trackplay","2022-01-29 04:28:31.000 -0800","Unknown Mortal Orchestra","Unknown Mortal Orchestra","FFunny FFrends",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2011-06-21"
2995985,"trackplay","2022-01-29 04:26:11.000 -0800","MAHAL","Toro y Moi","Postman",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-04-29"
2995984,"trackplay","2022-01-29 04:22:04.000 -0800","On Sight","Free Nationals feat. J.I.D, Kadhja Bonet & MIKNNA","On Sight",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2019-09-20"
2995983,"trackplay","2022-01-29 04:18:56.000 -0800","Red Balloon","Tank and the Bangas","No ID",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-05-13"
2995981,"trackplay","2022-01-29 04:13:33.000 -0800","WINK","CHAI feat. YMCK","PING PONG!",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2021-05-21"
2995980,"trackplay","2022-01-29 04:09:04.000 -0800","In Our Heads","Hot Chip","Night & Day",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2012-06-12"
2995979,"trackplay","2022-01-29 04:06:02.000 -0800","For Ever","Jungle","Heavy, California",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2018-09-14"
2995978,"trackplay","2022-01-29 04:02:16.000 -0800","TILT","Confidence Man","Feels Like A Different Thing",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-04-01"
2995976,"trackplay","2022-01-29 03:56:07.000 -0800","Few Good Things","Saba feat. G Herbo","Survivor’s Guilt",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-02-04"
2995975,"trackplay","2022-01-29 03:51:42.000 -0800","Phrenology","The Roots feat. Cody ChesnuTT","The Seed (2.0)",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-11-26"
2995974,"trackplay","2022-01-29 03:48:22.000 -0800","Planet of the Blues: Part One","Lilblackkids","Oct. 31st",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-01-14"
2995973,"trackplay","2022-01-29 03:44:15.000 -0800","Quality","Talib Kweli feat. Mos Def","Joy",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-11-18"
2995971,"trackplay","2022-01-29 03:37:20.000 -0800","Sea Change","Beck","Paper Tiger",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-01-29"
2995970,"trackplay","2022-01-29 03:33:33.000 -0800","Geogaddi","Boards of Canada","Dawn Chorus",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-02-18"
2995969,"trackplay","2022-01-29 03:26:49.000 -0800","The Private Press","DJ Shadow","You Can't Go Home Again",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-01-29"
2995968,"trackplay","2022-01-29 03:22:41.000 -0800","Light & Magic","Ladytron","Blue Jeans",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2002-09-17"
2995966,"trackplay","2022-01-29 03:12:25.000 -0800","Wake Up","Koffi Olomidé & Papa Wemba","Moussoukou-Soukou",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","1996-01-01"
2995965,"trackplay","2022-01-29 03:08:24.000 -0800","José Louis And The Paradox Of Love","Pierre Kwenders","Papa Wemba",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-04-29"
2995965,"trackplay","2022-01-29 03:08:24.000 -0800","José Louis And The Paradox Of Love","Pierre Kwenders","Papa Wemba",52741,18,"Variety Mix","Rock,Eclectic,Variety Mix","[""Greta Rose""]","hiiiiii taking requests from 2002! @gr3tarose","2022-01-29 03:02:06.000 -0800","2022-04-29"
